Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
570	Spectrogram 1	1	9.107124999999996	9.249437499999999	0.0	8000.0	0.1423	8000.0	-50.86	knock
571	Spectrogram 1	1	9.321875000000006	9.466312500000015	0.0	8000.0	0.1444	8000.0	-49.45	knock
572	Spectrogram 1	1	9.630687500000022	9.77543750000001	0.0	8000.0	0.1447	8000.0	-50.13	knock
573	Spectrogram 1	1	9.872000000000014	10.016750000000002	0.0	8000.0	0.1447	8000.0	-50.43	knock
574	Spectrogram 1	1	10.059187500000007	10.194312499999995	0.0	8000.0	0.1351	8000.0	-52.48	knock
575	Spectrogram 1	1	10.319749999999999	10.433187500000003	0.0	8000.0	0.1134	8000.0	-51.36	knock
576	Spectrogram 1	1	10.483875000000012	10.633437500000014	0.0	8000.0	0.1496	8000.0	-54.68	knock
577	Spectrogram 1	1	10.761312500000003	10.910937500000017	0.0	8000.0	0.1496	8000.0	-55.33	knock
578	Spectrogram 1	1	11.058125000000018	11.20768750000002	0.0	8000.0	0.1496	8000.0	-52.98	knock
579	Spectrogram 1	1	11.35250000000002	11.499687500000022	0.0	8000.0	0.1472	8000.0	-51.72	knock
580	Spectrogram 1	1	11.641999999999996	11.79162500000001	0.0	8000.0	0.1496	8000.0	-58.88	knock
581	Spectrogram 1	1	11.931562500000013	12.107687499999997	0.0	8000.0	0.1761	8000.0	-53.48	knock
582	Spectrogram 1	1	12.209062500000016	12.341750000000019	0.0	8000.0	0.1327	8000.0	-55.11	knock
583	Spectrogram 1	1	12.501000000000005	12.677125000000018	0.0	8000.0	0.1761	8000.0	-56.01	knock
584	Spectrogram 1	1	12.802625000000006	12.92568750000001	0.0	8000.0	0.1231	8000.0	-56.04	knock
585	Spectrogram 1	1	16.214625000000012	16.361812499999985	0.0	8000.0	0.1472	8000.0	-54.57	knock
586	Spectrogram 1	1	16.431750000000022	16.559624999999983	0.0	8000.0	0.1279	8000.0	-57.31	knock
587	Spectrogram 1	1	16.651312500000017	16.750249999999994	0.0	8000.0	0.0989	8000.0	-54.83	knock
588	Spectrogram 1	1	16.870937500000025	16.989125	0.0	8000.0	0.1182	8000.0	-50.8	knock
589	Spectrogram 1	1	17.11462499999999	17.242500000000007	0.0	8000.0	0.1279	8000.0	-53.42	knock
590	Spectrogram 1	1	17.326937499999985	17.457249999999988	0.0	8000.0	0.1303	8000.0	-50.1	knock
591	Spectrogram 1	1	17.62375000000003	17.722624999999994	0.0	8000.0	0.0989	8000.0	-55.75	knock
592	Spectrogram 1	1	17.903625000000034	17.985625000000027	0.0	8000.0	0.082	8000.0	-56.19	knock
593	Spectrogram 1	1	18.198000000000036	18.301750000000027	0.0	8000.0	0.1037	8000.0	-57.35	knock
594	Spectrogram 1	1	25.136250000000018	25.252062500000022	0.0	8000.0	0.1158	8000.0	-57.33	knock
595	Spectrogram 1	1	25.351	25.4958125	0.0	8000.0	0.1448	8000.0	-57.3	knock
596	Spectrogram 1	1	25.621250000000032	25.737062500000036	0.0	8000.0	0.1158	8000.0	-53.21	knock
597	Spectrogram 1	1	25.838437499999998	25.944562500000018	0.0	8000.0	0.1061	8000.0	-53.23	knock
598	Spectrogram 1	1	26.055562500000008	26.188312499999995	0.0	8000.0	0.1327	8000.0	-48.61	knock
599	Spectrogram 1	1	26.260687500000017	26.395812500000034	0.0	8000.0	0.1351	8000.0	-49.14	knock
600	Spectrogram 1	1	26.516437499999995	26.641875000000027	0.0	8000.0	0.1254	8000.0	-48.07	knock
601	Spectrogram 1	1	26.723937500000034	26.866312499999992	0.0	8000.0	0.1424	8000.0	-49.19	knock
602	Spectrogram 1	1	26.938687500000015	27.059312500000033	0.0	8000.0	0.1206	8000.0	-48.78	knock
603	Spectrogram 1	1	27.153437499999995	27.298187499999983	0.0	8000.0	0.1447	8000.0	-48.3	knock
604	Spectrogram 1	1	27.404375000000016	27.525000000000034	0.0	8000.0	0.1206	8000.0	-46.88	knock
605	Spectrogram 1	1	27.579312500000015	27.72168750000003	0.0	8000.0	0.1424	8000.0	-49.35	knock
606	Spectrogram 1	1	27.797687499999995	27.95206250000001	0.0	8000.0	0.1544	8000.0	-46.32	knock
607	Spectrogram 1	1	28.002749999999992	28.147562499999992	0.0	8000.0	0.1448	8000.0	-46.09	knock
608	Spectrogram 1	1	28.22475000000003	28.362250000000017	0.0	8000.0	0.1375	8000.0	-46.28	knock
609	Spectrogram 1	1	28.437062500000025	28.55287500000003	0.0	8000.0	0.1158	8000.0	-46.25	knock
610	Spectrogram 1	1	28.622875000000022	28.762812499999995	0.0	8000.0	0.1399	8000.0	-48.32	knock
611	Spectrogram 1	1	28.869000000000028	28.98962499999999	0.0	8000.0	0.1206	8000.0	-46.11	knock
612	Spectrogram 1	1	29.077875000000006	29.149125000000026	0.0	8000.0	0.0713	8000.0	-44.92	knock
613	Spectrogram 1	1	29.24781250000001	29.37812500000001	0.0	8000.0	0.1303	8000.0	-48.49	knock
614	Spectrogram 1	1	29.49875000000003	29.61937499999999	0.0	8000.0	0.1206	8000.0	-47.68	knock
615	Spectrogram 1	1	29.682124999999985	29.78106250000002	0.0	8000.0	0.0989	8000.0	-50.63	knock
616	Spectrogram 1	1	29.949937500000033	30.063375000000008	0.0	8000.0	0.1134	8000.0	-54.52	knock
617	Spectrogram 1	1	30.25637499999999	30.35050000000001	0.0	8000.0	0.0941	8000.0	-54.9	knock
618	Spectrogram 1	1	37.16456249999999	37.29487499999999	0.0	8000.0	0.1303	8000.0	-57.04	knock
619	Spectrogram 1	1	37.413125000000036	37.531375000000025	0.0	8000.0	0.1182	8000.0	-56.32	knock
620	Spectrogram 1	1	37.661625000000015	37.787125	0.0	8000.0	0.1255	8000.0	-54.51	knock
621	Spectrogram 1	1	37.874000000000024	38.00425000000001	0.0	8000.0	0.1302	8000.0	-56.5	knock
622	Spectrogram 1	1	38.088750000000005	38.194875000000025	0.0	8000.0	0.1061	8000.0	-53.45	knock
623	Spectrogram 1	1	38.298625000000015	38.42168750000002	0.0	8000.0	0.1231	8000.0	-54.85	knock
624	Spectrogram 1	1	38.51456250000001	38.62318750000003	0.0	8000.0	0.1086	8000.0	-54.6	knock
625	Spectrogram 1	1	38.691937499999995	38.815	0.0	8000.0	0.1231	8000.0	-53.44	knock
626	Spectrogram 1	1	38.882562500000006	38.99837500000001	0.0	8000.0	0.1158	8000.0	-53.91	knock
627	Spectrogram 1	1	39.094875	39.217937500000005	0.0	8000.0	0.1231	8000.0	-51.37	knock
628	Spectrogram 1	1	39.297562500000026	39.42543749999999	0.0	8000.0	0.1279	8000.0	-53.2	knock
629	Spectrogram 1	1	39.50506250000001	39.625687500000026	0.0	8000.0	0.1206	8000.0	-51.13	knock
630	Spectrogram 1	1	39.68243749999999	39.81512500000002	0.0	8000.0	0.1327	8000.0	-52.83	knock
631	Spectrogram 1	1	39.85374999999999	39.98643750000002	0.0	8000.0	0.1327	8000.0	-51.52	knock
