Starttime,Endtime,Q,Audiofilename
145.76125,145.9011875,POS,Spiders_007.wav
146.026625,146.178625,POS,Spiders_007.wav
146.239,146.3958125,POS,Spiders_007.wav
146.473,146.608125,POS,Spiders_007.wav
146.70225,146.8518125,POS,Spiders_007.wav
147.2780625,147.449375,POS,Spiders_007.wav
147.5314375,147.7075625,POS,Spiders_007.wav
147.8209375,147.9874375,POS,Spiders_007.wav
148.0695,148.231125,POS,Spiders_007.wav
152.509625,152.582,POS,Spiders_007.wav
152.717125,152.81125,POS,Spiders_007.wav
152.939125,153.01875,POS,Spiders_007.wav
153.1418125,153.2238125,POS,Spiders_007.wav
153.3420625,153.3999375,POS,Spiders_007.wav
153.5326875,153.634,POS,Spiders_007.wav
153.704,153.7811875,POS,Spiders_007.wav
153.91875,153.9886875,POS,Spiders_007.wav
154.094875,154.1769375,POS,Spiders_007.wav
154.2895625,154.3836875,POS,Spiders_007.wav
154.501875,154.612875,POS,Spiders_007.wav
154.748,154.85175,POS,Spiders_007.wav
154.938625,155.0616875,POS,Spiders_007.wav
155.163,155.2668125,POS,Spiders_007.wav
155.3560625,155.4670625,POS,Spiders_007.wav
155.5708125,155.6818125,POS,Spiders_007.wav
155.756625,155.853125,POS,Spiders_007.wav
155.8893125,155.9665,POS,Spiders_007.wav
156.1378125,156.253625,POS,Spiders_007.wav
156.4105,156.507,POS,Spiders_007.wav
156.72075,156.8124375,POS,Spiders_007.wav
156.991,157.0754375,POS,Spiders_007.wav
157.244375,157.3384375,POS,Spiders_007.wav
157.548375,157.63525,POS,Spiders_007.wav
157.7824375,157.8958125,POS,Spiders_007.wav
158.09125,158.195,POS,Spiders_007.wav
158.3615,158.4604375,POS,Spiders_007.wav
158.6365625,158.7379375,POS,Spiders_007.wav
158.8826875,159.0274375,POS,Spiders_007.wav
162.403125,162.519,POS,Spiders_007.wav
162.6058125,162.712,POS,Spiders_007.wav
162.7940625,162.895375,POS,Spiders_007.wav
162.9798125,163.086,POS,Spiders_007.wav
163.172875,163.2645625,POS,Spiders_007.wav
163.3683125,163.484125,POS,Spiders_007.wav
163.5516875,163.6626875,POS,Spiders_007.wav
163.7785,163.891875,POS,Spiders_007.wav
163.9570625,164.1018125,POS,Spiders_007.wav
164.2055625,164.328625,POS,Spiders_007.wav
164.4348125,164.543375,POS,Spiders_007.wav
164.6350625,164.76775,POS,Spiders_007.wav
164.9366875,165.0259375,POS,Spiders_007.wav
165.2083125,165.3434375,POS,Spiders_007.wav
165.4255,165.5726875,POS,Spiders_007.wav
165.6354375,165.775375,POS,Spiders_007.wav
165.857375,165.9780625,POS,Spiders_007.wav
166.023875,166.1783125,POS,Spiders_007.wav
172.0101875,172.11875,POS,Spiders_007.wav
172.212875,172.3310625,POS,Spiders_007.wav
172.4734375,172.586875,POS,Spiders_007.wav
172.65925,172.772625,POS,Spiders_007.wav
172.8884375,172.9970625,POS,Spiders_007.wav
173.0790625,173.1996875,POS,Spiders_007.wav
173.298625,173.424125,POS,Spiders_007.wav
173.4555,173.5568125,POS,Spiders_007.wav
173.64125,173.7474375,POS,Spiders_007.wav
173.8705,174.0008125,POS,Spiders_007.wav
174.1383125,174.27825,POS,Spiders_007.wav
174.4254375,174.5436875,POS,Spiders_007.wav
174.69325,174.85975,POS,Spiders_007.wav
174.939375,175.1083125,POS,Spiders_007.wav
175.276,175.3869375,POS,Spiders_007.wav
175.548625,175.674125,POS,Spiders_007.wav
178.22325,178.302875,POS,Spiders_007.wav
178.4186875,178.5273125,POS,Spiders_007.wav
178.6624375,178.76375,POS,Spiders_007.wav
178.88925,178.995375,POS,Spiders_007.wav
179.0798125,179.186,POS,Spiders_007.wav
179.3235625,179.432125,POS,Spiders_007.wav
179.6106875,179.73375,POS,Spiders_007.wav
179.88575,179.99675,POS,Spiders_007.wav
185.0029375,185.109125,POS,Spiders_007.wav
185.1863125,185.316,POS,Spiders_007.wav
185.38425,185.524125,POS,Spiders_007.wav
185.5889375,185.73225,POS,Spiders_007.wav
185.821,185.9643125,POS,Spiders_007.wav
186.0325625,186.1690625,POS,Spiders_007.wav
186.2509375,186.4215625,POS,Spiders_007.wav
186.4659375,186.6365625,POS,Spiders_007.wav
186.680875,186.827625,POS,Spiders_007.wav
186.8515,187.0050625,POS,Spiders_007.wav
187.0273125,187.19625,POS,Spiders_007.wav
187.256125,187.388875,POS,Spiders_007.wav
187.4491875,187.5866875,POS,Spiders_007.wav
187.6253125,187.787,POS,Spiders_007.wav
187.8231875,187.9655,POS,Spiders_007.wav
188.0330625,188.161,POS,Spiders_007.wav
188.2478125,188.3685,POS,Spiders_007.wav
188.45775,188.6025,POS,Spiders_007.wav
188.682625,188.8105,POS,Spiders_007.wav
188.8648125,188.9999375,POS,Spiders_007.wav
189.0554375,189.1784375,POS,Spiders_007.wav
189.2343125,189.3844375,POS,Spiders_007.wav
189.4825,189.6345,POS,Spiders_007.wav
189.6948125,189.810625,POS,Spiders_007.wav
189.8468125,189.969875,POS,Spiders_007.wav
197.42275,197.5168125,POS,Spiders_007.wav
197.6278125,197.7195,POS,Spiders_007.wav
197.845,197.951125,POS,Spiders_007.wav
198.0018125,198.1055625,POS,Spiders_007.wav
198.165125,198.2785625,POS,Spiders_007.wav
198.3823125,198.4764375,POS,Spiders_007.wav
198.5656875,198.6863125,POS,Spiders_007.wav
198.7804375,198.8673125,POS,Spiders_007.wav
198.9493125,199.0361875,POS,Spiders_007.wav
199.135125,199.222,POS,Spiders_007.wav
199.31125,199.398125,POS,Spiders_007.wav
199.487375,199.5863125,POS,Spiders_007.wav
199.668375,199.764875,POS,Spiders_007.wav
199.8806875,200.0134375,POS,Spiders_007.wav
200.0845625,200.2173125,POS,Spiders_007.wav
200.257125,200.3970625,POS,Spiders_007.wav
200.4621875,200.582875,POS,Spiders_007.wav
200.6335,200.7469375,POS,Spiders_007.wav
200.8434375,200.9785625,POS,Spiders_007.wav
201.1474375,201.2560625,POS,Spiders_007.wav
201.33325,201.4345625,POS,Spiders_007.wav
201.5528125,201.65175,POS,Spiders_007.wav
201.76875,201.8676875,POS,Spiders_007.wav
201.973875,202.0728125,POS,Spiders_007.wav
202.16325,202.2815,POS,Spiders_007.wav
202.3563125,202.4504375,POS,Spiders_007.wav
202.6193125,202.7399375,POS,Spiders_007.wav
202.781,202.901625,POS,Spiders_007.wav
203.060875,203.1766875,POS,Spiders_007.wav
203.3383125,203.459,POS,Spiders_007.wav
203.60375,203.7075,POS,Spiders_007.wav
203.874,204.0066875,POS,Spiders_007.wav
204.19975,204.3035,POS,Spiders_007.wav
204.46275,204.57375,POS,Spiders_007.wav
204.7378125,204.853625,POS,Spiders_007.wav
205.0343125,205.1476875,POS,Spiders_007.wav
205.309375,205.43725,POS,Spiders_007.wav
205.64475,205.7846875,POS,Spiders_007.wav
205.876375,205.9970625,POS,Spiders_007.wav
206.0790625,206.1973125,POS,Spiders_007.wav
206.3445,206.4603125,POS,Spiders_007.wav
206.5736875,206.672625,POS,Spiders_007.wav
206.839125,206.9284375,POS,Spiders_007.wav
210.4539375,210.5914375,POS,Spiders_007.wav
210.6325,210.7241875,POS,Spiders_007.wav
210.8279375,210.9365,POS,Spiders_007.wav
211.016125,211.1295625,POS,Spiders_007.wav
211.1585,211.2670625,POS,Spiders_007.wav
211.34425,211.4745625,POS,Spiders_007.wav
211.5276875,211.6506875,POS,Spiders_007.wav
211.749625,211.8558125,POS,Spiders_007.wav
211.92575,212.0585,POS,Spiders_007.wav
212.1598125,212.3021875,POS,Spiders_007.wav
212.3576875,212.490375,POS,Spiders_007.wav
212.5314375,212.6593125,POS,Spiders_007.wav
212.7244375,212.8450625,POS,Spiders_007.wav
212.903,213.055,POS,Spiders_007.wav
213.15875,213.3228125,POS,Spiders_007.wav
213.3783125,213.5279375,POS,Spiders_007.wav
213.5858125,213.7113125,POS,Spiders_007.wav
213.7475,213.8946875,POS,Spiders_007.wav
214.025,214.1625,POS,Spiders_007.wav
214.1963125,214.3506875,POS,Spiders_007.wav
214.4665625,214.601625,POS,Spiders_007.wav
214.741625,214.8888125,POS,Spiders_007.wav
215.0625,215.2073125,POS,Spiders_007.wav
215.3061875,215.44375,POS,Spiders_007.wav
215.5981875,215.7574375,POS,Spiders_007.wav
215.904625,216.0300625,POS,Spiders_007.wav
216.194125,216.30275,POS,Spiders_007.wav
216.464375,216.5536875,POS,Spiders_007.wav
216.7321875,216.836,POS,Spiders_007.wav
217.0314375,217.11825,POS,Spiders_007.wav
220.7025,220.837625,POS,Spiders_007.wav
220.885875,221.021,POS,Spiders_007.wav
221.12475,221.2719375,POS,Spiders_007.wav
221.3829375,221.5108125,POS,Spiders_007.wav
221.600125,221.7086875,POS,Spiders_007.wav
221.7810625,221.911375,POS,Spiders_007.wav
221.991,222.1140625,POS,Spiders_007.wav
222.19125,222.3215625,POS,Spiders_007.wav
222.44825,222.576125,POS,Spiders_007.wav
222.659375,222.796875,POS,Spiders_007.wav
222.856,222.9935625,POS,Spiders_007.wav
223.109375,223.246875,POS,Spiders_007.wav
223.2903125,223.427875,POS,Spiders_007.wav
223.5533125,223.690875,POS,Spiders_007.wav
223.8440625,223.9864375,POS,Spiders_007.wav
224.126375,224.2566875,POS,Spiders_007.wav
224.3941875,224.54625,POS,Spiders_007.wav
224.700625,224.840625,POS,Spiders_007.wav
224.970875,225.09875,POS,Spiders_007.wav
225.2799375,225.39575,POS,Spiders_007.wav
225.5598125,225.6853125,POS,Spiders_007.wav
225.822875,225.97,POS,Spiders_007.wav
226.0761875,226.2016875,POS,Spiders_007.wav
226.3875625,226.5275625,POS,Spiders_007.wav
229.2091875,229.356375,POS,Spiders_007.wav
229.4335625,229.53975,POS,Spiders_007.wav
229.6579375,229.76175,POS,Spiders_007.wav
229.923375,230.0295625,POS,Spiders_007.wav
230.0923125,230.225,POS,Spiders_007.wav
230.32875,230.43975,POS,Spiders_007.wav
230.5025,230.6134375,POS,Spiders_007.wav
230.78475,230.89575,POS,Spiders_007.wav
231.059875,231.1708125,POS,Spiders_007.wav
231.2480625,231.371125,POS,Spiders_007.wav
231.5110625,231.6316875,POS,Spiders_007.wav
231.765625,231.8983125,POS,Spiders_007.wav
231.9574375,232.0708125,POS,Spiders_007.wav
232.2325,232.3796875,POS,Spiders_007.wav
243.275625,243.4083125,POS,Spiders_007.wav
243.5241875,243.697875,POS,Spiders_007.wav
243.823375,243.9970625,POS,Spiders_007.wav
244.0911875,244.2649375,POS,Spiders_007.wav
244.3638125,244.5375625,POS,Spiders_007.wav
244.6630625,244.83675,POS,Spiders_007.wav
244.9501875,245.123875,POS,Spiders_007.wav
245.26625,245.44,POS,Spiders_007.wav
245.5791875,245.7505,POS,Spiders_007.wav
245.844625,245.996625,POS,Spiders_007.wav
246.1438125,246.274125,POS,Spiders_007.wav
250.0435625,250.1521875,POS,Spiders_007.wav
250.2510625,250.403125,POS,Spiders_007.wav
250.46825,250.629875,POS,Spiders_007.wav
250.7046875,250.8495,POS,Spiders_007.wav
250.921875,251.073875,POS,Spiders_007.wav
251.1486875,251.3079375,POS,Spiders_007.wav
251.38275,251.5250625,POS,Spiders_007.wav
251.5975,251.7419375,POS,Spiders_007.wav
251.9063125,252.0510625,POS,Spiders_007.wav
252.147625,252.292375,POS,Spiders_007.wav
252.3348125,252.4699375,POS,Spiders_007.wav
252.595375,252.7088125,POS,Spiders_007.wav
252.7595,252.9090625,POS,Spiders_007.wav
253.0369375,253.1865625,POS,Spiders_007.wav
253.33375,253.4833125,POS,Spiders_007.wav
253.628125,253.7753125,POS,Spiders_007.wav
253.917625,254.06725,POS,Spiders_007.wav
254.2071875,254.3833125,POS,Spiders_007.wav
254.4846875,254.617375,POS,Spiders_007.wav
254.776625,254.95275,POS,Spiders_007.wav
255.07825,255.2013125,POS,Spiders_007.wav
