Starttime,Endtime,Q,Audiofilename
1328.984625,1329.6646875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1329.794,1329.9376875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1329.990375,1331.1015,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1331.2930625,1331.9491875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1332.001875,1332.519125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1332.705875,1333.467375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1333.75475,1334.621625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1334.9711875,1336.029625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1336.1685,1336.9491875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1337.1024375,1337.6005625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1337.7873125,1338.4195,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1338.6685625,1339.2480625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1339.43,1339.9951875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1340.1245,1340.70875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1340.8045625,1340.9146875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1341.07275,1341.43675,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1342.001875,1342.5574375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1342.9214375,1343.271,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1343.6685625,1344.109125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1344.501875,1345.25375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1345.525,1345.8959375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
1348.189625,1348.6925,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2306.08375,2306.18975,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2306.6906875,2306.883375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2307.369875,2307.577,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2308.0635625,2308.2755,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2308.877625,2309.07025,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2311.09825,2311.271625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2311.9026875,2312.100125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2312.837125,2312.9335,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2318.6223125,2319.0991875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2320.2119375,2320.6358125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2321.0163125,2321.4595,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2323.304375,2323.5163125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2323.9016875,2324.0991875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2325.337125,2325.4383125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2326.5365625,2326.72925,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2327.528875,2327.7311875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2425.1396875,2425.8621875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2426.33425,2426.7436875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2426.9941875,2427.6974375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2427.981625,2428.448875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2428.7475625,2429.0991875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2429.474875,2429.9614375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2430.6358125,2430.9585625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2431.28125,2431.6088125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2431.9026875,2432.2543125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2432.5721875,2432.9286875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2433.2225,2433.9595,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2434.1906875,2434.942125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2435.2311875,2435.8429375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2436.1849375,2436.4739375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2436.9026875,2437.2543125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2437.745625,2438.4055625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2438.68975,2439.132875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2439.3785625,2439.96625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2440.3226875,2440.55875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2440.9248125,2441.1415625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2441.488375,2442.1290625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2442.422875,2442.7215625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2443.034625,2443.367,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2443.6849375,2444.022125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2444.5038125,2444.7301875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2445.1445,2445.36125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2445.732125,2446.035625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2446.3728125,2446.72925,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2447.0953125,2447.312125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2447.5385,2447.9335,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2448.193625,2448.521125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2448.877625,2449.08475,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2449.552,2449.7543125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2450.289,2450.5105625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2451.0500625,2451.3728125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2451.8545,2452.07125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2452.577,2452.9045625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2453.2755,2453.699375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2454.166625,2454.4796875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2454.8265625,2454.995125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2455.4335,2455.640625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2456.0308125,2456.2138125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2456.551,2456.917125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2457.2013125,2457.41325,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2457.789,2458.1358125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2458.5163125,2458.8198125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2459.132875,2459.34,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2459.686875,2459.9325,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2460.3275,2460.6743125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2461.09825,2461.368,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2461.8063125,2462.07125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2462.577,2462.764875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2463.535625,2463.7234375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2464.060625,2464.1955,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2470.5731875,2470.8525625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2471.1560625,2471.6088125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2471.860625,2472.3011875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2472.548125,2472.7793125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2473.159875,2473.521125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2473.9065,2474.12325,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2474.6290625,2474.850625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2475.2408125,2475.472,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2476.0645,2476.3005625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2476.7436875,2477.0038125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2477.4325,2477.620375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2478.0201875,2478.357375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2478.8198125,2479.0365625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2479.4219375,2479.6435,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2480.1348125,2480.342,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2480.84775,2481.0789375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2481.5461875,2481.791875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2482.2639375,2482.4903125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2493.7956875,2494.0173125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2545.93925,2546.13675,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2547.9575625,2548.179125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2550.173375,2550.390125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2551.2909375,2551.4016875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2554.2436875,2554.3978125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2555.693625,2555.8236875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2558.0201875,2558.2561875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2562.2928125,2562.4518125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2564.4074375,2564.508625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2565.2865625,2565.4021875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2566.1825,2566.317375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2567.1651875,2567.2615,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2568.2104375,2568.3164375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2569.20275,2569.2990625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2570.4118125,2570.51775,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2572.2374375,2572.3289375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2573.798125,2573.9281875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2575.2865625,2575.4214375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2576.823125,2576.9435625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2578.3260625,2578.436875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2580.074625,2580.1709375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2581.7990625,2581.9195,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2582.8058125,2582.9214375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2586.3125625,2586.4185,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2597.43975,2597.5601875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2602.6083125,2602.72875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2664.74225,2664.9541875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2665.652625,2665.883875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2666.36075,2666.4908125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2667.304875,2667.4349375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2668.4271875,2668.5765625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2670.13725,2670.363625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2671.028375,2671.2933125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2671.962875,2672.285625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2675.652625,2675.7826875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2676.5919375,2676.712375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2677.4445625,2677.7335625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2678.3405,2678.6246875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2679.58325,2679.8819375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2680.5948125,2680.7393125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2681.5485625,2681.693125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2682.488,2682.7993125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2683.6343125,2683.7740625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2684.8578125,2684.9926875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2686.081375,2686.2210625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2686.99175,2687.1218125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2687.9985,2688.1189375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2689.564,2689.723,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2691.1343125,2691.2595625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2692.854,2692.9744375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2694.83375,2695.093875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2695.724875,2695.9898125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2696.74125,2696.8520625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2698.12375,2698.26825,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2701.225875,2701.3414375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2702.2374375,2702.3915625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2705.2046875,2705.3876875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2706.2885,2706.408875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2707.685375,2707.82025,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2711.327,2711.4666875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2712.47825,2712.7625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2713.5620625,2713.6825,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2714.49175,2714.617,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2715.6285625,2715.76825,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2717.1025625,2717.2278125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2718.277875,2718.3935,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2719.8096875,2720.0986875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2720.7538125,2720.8645625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2721.99175,2722.13625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2727.6565,2727.810625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2730.3395625,2730.4744375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2733.258625,2733.46575,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2734.3858125,2734.511,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2746.081375,2746.2065625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2747.593875,2747.863625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2753.8944375,2754.00525,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2763.6584375,2763.7885,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2766.25475,2766.370375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2769.554375,2769.7085,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2774.1305,2774.3328125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2779.896375,2780.0505,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2782.646875,2782.8588125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2785.614125,2785.8019375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2789.29425,2789.4050625,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2790.3925,2790.5321875,POS,carrion_crow_19_AL_Azul_1015truncated.wav
2793.7210625,2793.8463125,POS,carrion_crow_19_AL_Azul_1015truncated.wav
3053.302,3053.422375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
3121.038,3121.16325,POS,carrion_crow_19_AL_Azul_1015truncated.wav
3121.9869375,3122.2904375,POS,carrion_crow_19_AL_Azul_1015truncated.wav
3155.344375,3155.59,POS,carrion_crow_19_AL_Azul_1015truncated.wav
